Display_first_last,age,value,pts,ast,reb,pie,season_exp,draftValue,BMI,Center,Center-Forward,Forward,Forward-Center,Forward-Guard,Guard,Guard-Forward,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,STL,BLK,TOV,PF
Dwight Powell,30,11080125.0,4.4,0.8,3.3,0.07400000000000001,6,2.45,25.09220701963117,0.0,0.0,0.0,1.0,0.0,0.0,0.0,82.0,71.0,21.9,3.3,4.9,0.6709999999999999,0.2,0.5,0.35100000000000003,3.1,4.4,0.703,0.687,2.0,2.6,0.7829999999999999,2.1,2.8,0.5,0.5,0.8,2.7
Nassir Little,21,2316240.0,5.3,0.4,2.6,0.07400000000000001,1,1.25,26.08534322820037,0.0,0.0,0.0,0.0,1.0,0.0,0.0,42.0,23.0,25.9,3.5,7.5,0.46,1.2,3.7,0.331,2.2,3.8,0.584,0.541,1.6,2.2,0.7340000000000001,1.4,4.2,0.6,0.9,1.0,2.0
Josh Richardson,28,11615328.0,13.3,2.7,3.3,0.075,5,2.4,23.713948389273067,0.0,0.0,0.0,0.0,0.0,1.0,0.0,65.0,7.0,24.6,3.6,8.2,0.43799999999999994,1.6,3.8,0.415,2.0,4.4,0.45799999999999996,0.534,1.5,1.7,0.889,0.6,2.2,0.9,0.4,1.0,1.8
Terence Davis,24,1897476.0,7.0,1.1,2.0,0.075,1,3.0,24.46381578947368,0.0,0.0,0.0,0.0,0.0,1.0,0.0,30.0,11.0,17.9,3.8,8.9,0.423,1.6,5.0,0.32899999999999996,2.1,3.9,0.542,0.515,1.2,1.5,0.818,0.4,2.8,0.8,0.4,1.1,2.3
Carsen Edwards,23,1782621.0,5.1,0.6,1.1,0.076,1,2.33,27.89129141043443,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,19.8,2.3,7.5,0.3,1.0,4.0,0.25,1.3,3.5,0.35700000000000004,0.36700000000000005,0.3,0.3,1.0,0.5,1.0,0.5,0.0,1.3,1.0
Caleb Martin,26,1782621.0,5.3,1.1,2.6,0.076,1,3.0,24.30679709900489,0.0,0.0,1.0,0.0,0.0,0.0,0.0,60.0,12.0,22.9,3.5,6.8,0.507,1.1,2.6,0.413,2.4,4.3,0.565,0.585,1.2,1.6,0.763,1.2,2.7,1.0,0.5,0.9,1.7
Cedi Osman,26,8133334.0,10.1,2.7,3.6,0.076,3,2.31,25.90770709822144,0.0,0.0,1.0,0.0,0.0,0.0,0.0,66.0,3.0,22.2,3.7,8.7,0.43200000000000005,1.9,5.4,0.35700000000000004,1.8,3.2,0.5589999999999999,0.544,1.3,2.0,0.664,0.4,1.8,0.8,0.2,1.0,1.9
Taurean Prince,27,13000000.0,8.3,1.7,3.6,0.076,4,1.12,24.556000640922928,0.0,0.0,1.0,0.0,0.0,0.0,0.0,69.0,8.0,17.1,2.6,5.7,0.45399999999999996,1.2,3.3,0.376,1.3,2.3,0.565,0.564,0.9,1.2,0.7559999999999999,0.4,2.1,0.7,0.3,0.8,1.7
Derrick White,27,15678571.0,12.8,3.4,2.4,0.076,3,1.29,23.125,0.0,0.0,0.0,0.0,0.0,1.0,0.0,75.0,52.0,29.3,4.5,10.7,0.42100000000000004,1.5,4.9,0.312,3.0,5.7,0.515,0.493,2.7,3.1,0.8640000000000001,0.5,3.0,0.9,0.8,1.6,2.3
Kevin Huerter,23,4253357.0,11.9,3.6,3.7,0.077,2,1.19,21.402018907226406,0.0,0.0,0.0,0.0,0.0,0.0,1.0,74.0,60.0,29.6,4.7,10.3,0.45399999999999996,2.2,5.6,0.389,2.5,4.7,0.53,0.5589999999999999,0.6,0.7,0.8079999999999999,0.4,3.0,0.7,0.4,1.2,2.5
Damyean Dotson,27,2000000.0,6.7,2.2,1.9,0.077,3,2.44,24.89964580873672,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,10.5,1.0,2.0,0.5,0.0,0.5,0.0,1.0,1.5,0.667,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Isaiah Hartenstein,23,1762796.0,3.5,0.5,2.8,0.077,2,2.43,24.907879818594107,0.0,1.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,17.9,3.4,5.4,0.626,0.2,0.4,0.467,3.2,4.9,0.64,0.645,1.3,1.9,0.6890000000000001,1.7,3.2,0.7,1.1,1.2,2.5
Jake Layman,27,3940184.0,6.1,0.8,1.9,0.077,4,2.47,22.95734375,0.0,0.0,1.0,0.0,0.0,0.0,0.0,34.0,1.0,6.8,0.9,2.1,0.41100000000000003,0.2,1.0,0.22899999999999998,0.6,1.1,0.579,0.466,0.4,0.5,0.722,0.2,0.9,0.2,0.1,0.3,0.4
Svi Mykhailiuk,24,2079826.0,7.0,1.6,2.1,0.077,2,2.47,23.091651978849544,0.0,0.0,0.0,0.0,0.0,0.0,1.0,56.0,5.0,12.8,1.6,4.2,0.389,0.7,2.4,0.306,0.9,1.8,0.5,0.47600000000000003,0.6,0.7,0.865,0.4,1.3,0.5,0.1,0.6,1.0
Anfernee Simons,22,3938818.0,8.0,1.4,2.3,0.077,2,1.24,22.62097777777777,0.0,0.0,0.0,0.0,0.0,1.0,0.0,57.0,30.0,29.5,6.2,14.0,0.44299999999999995,3.1,7.8,0.405,3.1,6.2,0.49,0.555,1.8,2.0,0.888,0.5,2.2,0.5,0.1,2.0,1.9
Chris Silva,25,1782621.0,2.7,0.5,2.3,0.077,1,3.0,25.7034375,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,0.0,9.1,0.8,1.5,0.5329999999999999,0.0,0.0,0.0,0.8,1.5,0.5329999999999999,0.5329999999999999,1.0,1.2,0.833,1.3,2.3,0.0,0.1,0.8,2.0
Brook Lopez,33,13302325.0,11.4,0.7,5.0,0.078,12,1.1,28.096088435374156,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,11.0,22.9,4.7,10.1,0.466,1.5,4.1,0.358,3.2,6.0,0.5379999999999999,0.5379999999999999,1.5,1.8,0.87,1.5,2.6,0.6,1.2,0.9,2.6
Buddy Hield,29,22768890.0,16.9,3.3,4.6,0.078,4,1.6,26.77631578947368,0.0,0.0,0.0,0.0,0.0,1.0,0.0,81.0,32.0,30.9,5.5,13.6,0.406,3.2,8.8,0.366,2.3,4.7,0.48200000000000004,0.526,1.4,1.6,0.8740000000000001,0.8,3.5,0.9,0.3,1.9,2.3
Juancho Hernangomez,26,7012440.0,6.2,0.6,4.2,0.079,4,1.15,22.92973632068282,0.0,0.0,1.0,0.0,0.0,0.0,0.0,40.0,9.0,11.1,1.1,2.7,0.415,0.6,1.7,0.348,0.5,0.9,0.541,0.528,0.5,0.9,0.5589999999999999,0.7,1.8,0.4,0.3,0.4,0.6
Bogdan Bogdanovic,29,18000000.0,9.6,2.3,3.3,0.08,3,1.27,25.42077580539119,0.0,0.0,0.0,0.0,0.0,1.0,0.0,63.0,27.0,29.3,5.4,12.6,0.431,2.7,7.3,0.368,2.7,5.3,0.516,0.537,1.5,1.8,0.843,0.5,3.5,1.1,0.2,1.1,2.1
Frank Jackson,23,1789256.0,5.2,0.8,1.4,0.08,2,2.31,25.620444444444445,0.0,0.0,0.0,0.0,0.0,1.0,0.0,53.0,7.0,22.0,3.7,9.1,0.402,1.6,5.3,0.308,2.0,3.8,0.529,0.491,1.6,2.0,0.8270000000000001,0.4,1.3,0.5,0.2,0.7,1.7
Terance Mann,25,1782621.0,5.3,1.2,3.4,0.08,1,2.48,25.492494518468547,0.0,0.0,0.0,0.0,0.0,0.0,1.0,81.0,33.0,28.6,4.1,8.5,0.484,0.9,2.6,0.365,3.2,6.0,0.535,0.539,1.6,2.0,0.78,1.3,4.0,0.7,0.3,1.0,2.2
Will Barton,30,14669642.0,13.0,3.2,4.1,0.081,8,2.4,20.914365548980935,0.0,0.0,0.0,0.0,0.0,1.0,0.0,71.0,71.0,32.1,5.5,12.6,0.43799999999999994,2.2,6.1,0.365,3.3,6.6,0.504,0.525,1.4,1.8,0.8029999999999999,0.6,4.2,0.8,0.4,1.8,1.6
Andre Iguodala,37,15000000.0,4.7,2.1,3.6,0.081,16,1.9,24.84303090072321,0.0,0.0,0.0,0.0,0.0,0.0,1.0,31.0,0.0,19.5,1.5,3.9,0.38,0.5,2.4,0.23,0.9,1.5,0.617,0.45,0.5,0.6,0.75,0.7,2.5,0.9,0.7,0.9,1.1
Markelle Fultz,23,16500000.0,12.9,5.4,3.1,0.081,3,1.1,26.12035555555555,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.0,3.0,20.0,4.6,9.7,0.474,0.2,0.9,0.235,4.4,8.8,0.5,0.486,1.4,1.7,0.8059999999999999,0.2,2.5,1.1,0.3,2.2,1.2
Bojan Bogdanovic,32,18700000.0,14.9,1.9,3.9,0.081,6,2.31,25.457138279121942,0.0,0.0,1.0,0.0,0.0,0.0,0.0,69.0,69.0,30.9,6.1,13.4,0.455,2.6,6.8,0.387,3.5,6.7,0.524,0.552,3.2,3.8,0.858,0.8,3.4,0.5,0.0,1.7,1.7
Kris Dunn,27,5005350.0,7.3,3.4,3.6,0.08199999999999999,4,1.5,25.620444444444445,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,3.0,24.0,3.1,7.3,0.431,0.1,0.8,0.091,3.1,6.5,0.473,0.436,1.2,1.3,0.9440000000000001,0.6,2.9,1.6,0.2,2.3,2.7
Maxi Kleber,29,8825000.0,7.8,1.4,5.4,0.08199999999999999,3,3.0,25.09220701963117,0.0,0.0,1.0,0.0,0.0,0.0,0.0,59.0,21.0,24.6,2.4,6.0,0.39799999999999996,1.4,4.3,0.325,1.0,1.7,0.586,0.516,0.8,1.1,0.708,1.2,4.7,0.5,1.0,0.8,2.3
John Konchar,25,2200000.0,4.0,1.1,3.3,0.08199999999999999,1,3.0,24.89964580873672,0.0,0.0,0.0,0.0,0.0,1.0,0.0,72.0,7.0,17.9,1.9,3.6,0.515,0.7,1.8,0.413,1.2,1.9,0.61,0.615,0.4,0.7,0.551,1.2,3.4,0.6,0.3,0.4,1.3
Pat Connaughton,28,5333334.0,6.9,1.3,4.5,0.08199999999999999,5,2.41,24.78107606679035,0.0,0.0,0.0,0.0,0.0,1.0,0.0,65.0,19.0,26.0,3.5,7.6,0.45799999999999996,2.2,5.7,0.395,1.2,1.9,0.643,0.605,0.7,0.8,0.833,0.7,3.5,0.9,0.2,0.5,1.3
Seth Curry,31,8207518.0,12.9,2.9,2.2,0.08199999999999999,6,3.0,23.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,64.0,64.0,33.4,5.6,11.5,0.48700000000000004,2.5,5.8,0.42200000000000004,3.2,5.7,0.5529999999999999,0.594,1.3,1.5,0.872,0.3,2.8,0.8,0.2,1.7,2.3
Dean Wade,25,1782621.0,4.1,0.8,2.3,0.083,1,3.0,24.429812528577962,0.0,0.0,0.0,1.0,0.0,0.0,0.0,51.0,28.0,19.2,1.9,4.3,0.456,1.0,2.8,0.359,0.9,1.5,0.64,0.574,0.4,0.6,0.667,0.6,2.3,0.6,0.1,0.3,1.7
Trey Burke,29,3150000.0,7.0,1.5,0.9,0.083,7,1.9,25.087770061728396,0.0,0.0,0.0,0.0,0.0,1.0,0.0,42.0,0.0,10.5,2.0,5.1,0.391,0.6,2.0,0.317,1.4,3.2,0.436,0.451,0.5,0.5,0.87,0.1,0.7,0.3,0.0,0.6,0.9
Joe Harris,30,17357143.0,14.7,1.8,3.5,0.085,6,2.33,25.42077580539119,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,14.0,30.2,4.0,8.9,0.452,2.9,6.3,0.466,1.1,2.6,0.41700000000000004,0.617,0.4,0.4,0.833,0.4,3.6,0.5,0.1,1.1,2.2
Blake Griffin,32,29764126.0,11.6,3.5,5.0,0.085,10,1.1,26.787075140984605,0.0,0.0,1.0,0.0,0.0,0.0,0.0,56.0,24.0,17.1,2.4,5.6,0.425,0.7,2.6,0.262,1.7,3.0,0.565,0.486,1.0,1.4,0.7240000000000001,1.1,3.0,0.5,0.3,0.6,1.7
Josh Jackson,24,5005350.0,13.2,2.1,4.2,0.085,3,1.4,22.73765625,0.0,0.0,0.0,0.0,0.0,0.0,1.0,51.0,3.0,16.3,2.4,5.9,0.4,0.6,2.5,0.254,1.7,3.3,0.512,0.455,1.1,1.5,0.7140000000000001,0.4,2.4,0.5,0.4,0.9,1.7
Grayson Allen,26,4054695.0,9.5,2.1,3.1,0.085,2,1.21,24.09868421052632,0.0,0.0,0.0,0.0,0.0,1.0,0.0,66.0,61.0,27.3,3.9,8.6,0.44799999999999995,2.4,5.9,0.409,1.5,2.7,0.5329999999999999,0.588,1.0,1.1,0.865,0.5,2.9,0.7,0.3,0.7,1.5
Rui Hachimura,23,4916160.0,13.4,1.5,5.8,0.085,1,1.9,25.2640625,0.0,0.0,1.0,0.0,0.0,0.0,0.0,42.0,13.0,22.5,4.5,9.1,0.491,1.3,2.9,0.447,3.1,6.1,0.512,0.563,1.1,1.6,0.6970000000000001,0.6,3.2,0.5,0.2,0.8,1.3
Nicolas Batum,33,9043478.0,8.6,2.3,4.7,0.086,12,1.25,25.2640625,0.0,0.0,0.0,0.0,0.0,0.0,1.0,59.0,54.0,24.8,3.0,6.6,0.46299999999999997,1.8,4.6,0.4,1.2,2.0,0.607,0.602,0.4,0.6,0.6579999999999999,0.5,3.8,1.0,0.7,0.7,1.4
Coby White,21,5837760.0,15.2,4.7,4.6,0.087,1,1.7,23.12109967954124,0.0,0.0,0.0,0.0,0.0,1.0,0.0,61.0,17.0,27.5,4.6,10.6,0.433,2.2,5.8,0.385,2.3,4.8,0.491,0.539,1.3,1.5,0.857,0.3,2.7,0.5,0.2,1.1,2.2
Dylan Windler,25,2239200.0,5.4,1.1,3.6,0.087,0,1.26,22.647600262984877,0.0,0.0,0.0,0.0,0.0,0.0,1.0,50.0,0.0,9.2,0.7,2.0,0.37799999999999995,0.4,1.4,0.3,0.3,0.6,0.5710000000000001,0.485,0.3,0.4,0.833,0.4,1.4,0.3,0.1,0.3,0.9
PJ Dozier,25,1910860.0,7.7,1.6,3.8,0.087,3,3.0,23.68754109138725,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,0.0,18.9,2.0,5.5,0.364,0.8,2.7,0.313,1.2,2.8,0.41200000000000003,0.439,0.6,0.7,0.769,0.8,2.7,0.6,0.3,0.7,1.8
Luke Kennard,25,12727273.0,8.0,1.8,2.7,0.087,3,1.12,24.425366840951252,0.0,0.0,0.0,0.0,0.0,1.0,0.0,70.0,13.0,27.4,4.1,9.1,0.449,2.7,6.0,0.449,1.4,3.1,0.449,0.598,1.0,1.1,0.8959999999999999,0.3,3.0,0.6,0.1,0.9,1.4
Darius Bazley,21,2513040.0,11.9,1.5,7.5,0.087,1,1.23,22.8475,0.0,0.0,0.0,0.0,1.0,0.0,0.0,69.0,53.0,27.9,4.0,9.4,0.42200000000000004,1.2,3.9,0.297,2.8,5.5,0.511,0.484,1.7,2.5,0.688,1.0,5.3,0.8,1.0,1.3,1.0
Tremont Waters,23,1669178.0,3.0,2.7,0.7,0.08800000000000001,1,2.51,25.107142857142854,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,16.7,1.3,4.7,0.28600000000000003,0.7,3.0,0.222,0.7,1.7,0.4,0.35700000000000004,0.0,0.0,0.0,0.0,1.3,1.7,0.0,1.3,1.3
Miles Bridges,23,5421493.0,9.6,2.0,5.6,0.08800000000000001,2,1.12,25.99852071005917,0.0,0.0,1.0,0.0,0.0,0.0,0.0,80.0,80.0,35.5,7.5,15.2,0.491,1.9,5.8,0.331,5.5,9.4,0.59,0.5539999999999999,3.3,4.2,0.802,1.1,5.9,0.9,0.8,1.9,2.4
Jae Crowder,31,9720900.0,10.1,2.0,5.0,0.08800000000000001,8,2.34,27.154010519395126,0.0,0.0,1.0,0.0,0.0,0.0,0.0,67.0,67.0,28.1,3.2,8.1,0.39899999999999997,1.9,5.4,0.348,1.3,2.7,0.503,0.516,1.1,1.3,0.789,0.4,4.8,1.4,0.4,0.8,2.6
Monte Morris,26,8449074.0,10.4,3.4,2.2,0.08900000000000001,3,2.51,23.493243243243235,0.0,0.0,0.0,0.0,0.0,1.0,0.0,75.0,74.0,29.9,5.0,10.3,0.484,1.7,4.2,0.395,3.3,6.1,0.545,0.564,1.0,1.1,0.8690000000000001,0.4,2.7,0.7,0.2,1.0,1.2
Drew Eubanks,24,1762796.0,4.6,0.9,3.2,0.08900000000000001,2,3.0,26.251333638164912,0.0,0.0,0.0,1.0,0.0,0.0,0.0,71.0,31.0,17.5,3.1,5.2,0.596,0.1,0.3,0.217,3.0,4.9,0.621,0.602,1.4,1.8,0.762,1.8,3.5,0.4,0.6,1.1,1.7
Marcus Smart,27,14339285.0,12.8,5.4,2.8,0.09,6,1.6,27.49511111111111,0.0,0.0,0.0,0.0,0.0,1.0,0.0,71.0,71.0,32.3,4.2,10.1,0.418,1.7,5.1,0.331,2.5,5.0,0.506,0.501,2.0,2.5,0.7929999999999999,0.6,3.2,1.7,0.3,2.2,2.3
Devonte' Graham,26,4736102.0,13.1,5.2,2.7,0.09,2,2.34,25.724338525051607,0.0,0.0,0.0,0.0,0.0,1.0,0.0,76.0,63.0,28.4,3.9,10.7,0.363,2.5,7.4,0.341,1.4,3.3,0.413,0.48100000000000004,1.6,1.8,0.843,0.5,1.8,0.9,0.2,1.4,1.3
Darius Garland,21,7040880.0,16.4,5.8,2.2,0.09,1,1.5,25.328579470820042,0.0,0.0,0.0,0.0,0.0,1.0,0.0,68.0,68.0,35.7,8.0,17.3,0.462,2.6,6.7,0.38299999999999995,5.4,10.6,0.512,0.536,3.2,3.5,0.892,0.6,2.7,1.3,0.1,3.6,1.7
Jaylen Nowell,22,1782621.0,10.5,1.4,2.2,0.09,1,2.43,24.46381578947368,0.0,0.0,0.0,0.0,0.0,1.0,0.0,62.0,1.0,15.7,3.2,6.7,0.475,1.0,2.6,0.39399999999999996,2.1,4.1,0.526,0.551,1.2,1.5,0.7829999999999999,0.4,1.6,0.4,0.2,0.6,1.2
Cameron Johnson,25,4437000.0,10.3,1.4,3.3,0.09,1,1.11,23.0671875,0.0,0.0,1.0,0.0,0.0,0.0,0.0,66.0,16.0,26.2,4.2,9.2,0.46,2.5,5.9,0.425,1.7,3.3,0.523,0.596,1.5,1.7,0.86,0.6,3.5,0.9,0.2,0.7,1.7
Cody Martin,26,1782621.0,3.8,1.2,2.4,0.091,1,2.36,24.30679709900489,0.0,0.0,1.0,0.0,0.0,0.0,0.0,71.0,11.0,26.3,2.9,6.0,0.48200000000000004,0.9,2.2,0.384,2.0,3.7,0.542,0.5539999999999999,1.1,1.5,0.701,1.2,2.9,1.2,0.5,0.9,1.6
Ty Jerome,24,2412840.0,9.9,3.6,3.5,0.091,1,1.24,23.12109967954124,0.0,0.0,0.0,0.0,0.0,0.0,1.0,48.0,4.0,16.7,2.6,6.8,0.37799999999999995,1.1,3.9,0.29,1.5,3.0,0.493,0.46,0.8,1.0,0.809,0.4,1.2,0.6,0.1,0.8,1.5
Rodney McGruder,30,5000000.0,5.6,1.0,1.4,0.092,4,3.0,24.95065789473684,0.0,0.0,0.0,0.0,0.0,1.0,0.0,51.0,2.0,14.8,1.9,4.4,0.436,1.1,2.9,0.397,0.8,1.5,0.506,0.564,0.4,0.5,0.731,0.6,1.6,0.4,0.1,0.5,1.1
Terrence Ross,30,12500000.0,16.0,2.3,3.5,0.092,8,1.8,23.80309007232084,0.0,0.0,0.0,0.0,0.0,0.0,1.0,63.0,0.0,23.0,3.5,8.8,0.397,1.2,4.2,0.292,2.3,4.6,0.493,0.467,1.8,2.1,0.862,0.3,2.2,0.4,0.2,1.2,1.1
OG Anunoby,24,16071429.0,14.0,1.6,5.7,0.092,3,1.23,26.13299150777119,0.0,0.0,1.0,0.0,0.0,0.0,0.0,48.0,48.0,36.0,6.4,14.5,0.44299999999999995,2.4,6.6,0.363,4.0,7.9,0.511,0.526,1.9,2.5,0.754,1.5,4.0,1.5,0.5,1.7,2.7
Malik Monk,23,7318246.0,12.3,1.8,2.7,0.09300000000000001,3,1.11,24.995555555555555,0.0,0.0,0.0,0.0,0.0,1.0,0.0,76.0,37.0,28.1,5.1,10.9,0.473,2.3,5.8,0.391,2.9,5.1,0.568,0.578,1.2,1.5,0.795,0.5,2.9,0.8,0.4,1.6,1.8
Kevon Looney,25,5178572.0,3.9,1.6,4.2,0.09300000000000001,5,1.3,23.78692272519433,0.0,0.0,1.0,0.0,0.0,0.0,0.0,82.0,80.0,21.1,2.5,4.4,0.5710000000000001,0.0,0.0,0.0,2.5,4.4,0.573,0.5710000000000001,0.9,1.5,0.6,2.5,4.7,0.6,0.6,0.8,2.6
Steven Adams,28,17073171.0,8.1,2.0,9.2,0.09300000000000001,7,1.12,27.042386413122372,1.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,75.0,26.3,2.8,5.1,0.547,0.0,0.0,0.0,2.8,5.0,0.5479999999999999,0.547,1.4,2.6,0.5429999999999999,4.6,5.4,0.9,0.8,1.5,2.0
Tacko Fall,26,1669178.0,2.9,0.2,2.4,0.094,1,3.0,27.60169170559273,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,5.4,0.5,1.1,0.41700000000000004,0.0,0.0,0.0,0.5,1.1,0.41700000000000004,0.41700000000000004,0.2,0.6,0.28600000000000003,0.6,1.5,0.0,0.5,0.3,0.3
Myles Turner,25,18000000.0,13.2,1.0,6.5,0.094,5,1.11,25.511685295398465,0.0,1.0,0.0,0.0,0.0,0.0,0.0,42.0,42.0,29.4,4.8,9.4,0.509,1.5,4.4,0.33299999999999996,3.3,5.0,0.662,0.5870000000000001,1.9,2.5,0.752,1.5,5.5,0.7,2.8,1.3,2.8
Chris Chiozza,26,1729217.0,3.5,2.4,1.1,0.095,2,3.0,24.40487998413013,0.0,0.0,0.0,0.0,0.0,1.0,0.0,34.0,1.0,10.9,0.7,2.4,0.29600000000000004,0.5,1.6,0.321,0.2,0.8,0.25,0.401,0.1,0.1,0.667,0.3,0.8,0.4,0.0,0.9,0.9
JaMychal Green,31,7559748.0,8.7,0.8,5.5,0.095,6,3.0,24.93453125,0.0,0.0,0.0,1.0,0.0,0.0,0.0,67.0,8.0,16.2,2.4,4.9,0.486,0.5,1.9,0.266,1.9,3.0,0.621,0.537,1.2,1.4,0.871,1.2,3.0,0.6,0.4,0.9,2.4
Andrew Wiggins,26,31579390.0,17.7,2.1,4.6,0.095,6,1.1,22.190514340650534,0.0,0.0,1.0,0.0,0.0,0.0,0.0,73.0,73.0,31.9,6.5,14.0,0.466,2.2,5.5,0.39299999999999996,4.4,8.5,0.513,0.5429999999999999,2.0,3.2,0.634,1.2,3.3,1.0,0.7,1.5,2.2
Damion Lee,29,1910860.0,6.7,1.4,3.3,0.095,3,3.0,24.89964580873672,0.0,0.0,0.0,0.0,0.0,0.0,1.0,63.0,5.0,19.9,2.7,6.1,0.441,1.0,3.0,0.337,1.7,3.1,0.541,0.523,1.0,1.2,0.88,0.4,2.8,0.6,0.1,0.6,1.5
Rajon Rondo,35,8250000.0,3.9,3.5,2.0,0.095,14,1.21,23.74554325389379,0.0,0.0,0.0,0.0,0.0,1.0,0.0,39.0,1.0,17.9,1.7,4.5,0.386,0.8,2.3,0.35200000000000004,0.9,2.3,0.42,0.474,0.5,0.7,0.731,0.4,2.4,0.8,0.2,1.7,1.4
Isaiah Roby,23,1782621.0,9.0,1.7,5.5,0.095,1,2.45,25.2640625,0.0,0.0,1.0,0.0,0.0,0.0,0.0,45.0,28.0,21.1,3.7,7.2,0.514,1.0,2.2,0.444,2.7,5.0,0.545,0.5820000000000001,1.7,2.6,0.672,1.7,3.2,0.8,0.8,1.0,2.4
Marvin Bagley III,22,11312114.0,13.9,0.9,7.4,0.095,2,1.2,23.980984177674557,0.0,0.0,1.0,0.0,0.0,0.0,0.0,48.0,25.0,23.9,4.7,9.3,0.504,0.5,2.0,0.237,4.2,7.3,0.579,0.53,1.4,2.1,0.6629999999999999,2.2,4.9,0.5,0.4,0.8,1.9
Draymond Green,31,24026712.0,6.1,8.4,6.6,0.09699999999999999,8,2.35,26.57626561472716,0.0,0.0,1.0,0.0,0.0,0.0,0.0,46.0,44.0,28.9,2.9,5.6,0.525,0.3,1.2,0.29600000000000004,2.6,4.4,0.586,0.556,1.3,2.0,0.659,1.0,6.3,1.3,1.1,3.0,3.0
Eric Paschall,25,1782621.0,9.5,1.3,3.2,0.09699999999999999,1,2.41,29.464990138067066,0.0,0.0,1.0,0.0,0.0,0.0,0.0,58.0,3.0,12.7,2.0,4.1,0.485,0.7,1.9,0.37,1.3,2.2,0.583,0.57,1.1,1.5,0.767,0.5,1.3,0.2,0.1,0.5,0.9
Eric Gordon,33,18218818.0,17.8,2.6,2.1,0.09699999999999999,12,1.7,26.870222222222218,0.0,0.0,0.0,0.0,0.0,1.0,0.0,57.0,46.0,29.3,4.7,9.9,0.475,2.2,5.3,0.41200000000000003,2.5,4.6,0.5479999999999999,0.585,1.8,2.4,0.778,0.3,1.7,0.5,0.3,1.9,1.1
Josh Hart,26,5236739.0,9.1,2.2,7.6,0.09699999999999999,3,1.3,25.492494518468547,0.0,0.0,0.0,0.0,0.0,1.0,0.0,54.0,53.0,33.2,5.3,10.5,0.504,1.4,3.9,0.34299999999999997,4.0,6.6,0.601,0.569,3.0,3.9,0.758,1.1,6.0,1.1,0.2,2.1,2.8
Kenrich Williams,27,2000000.0,7.0,1.8,4.1,0.098,2,3.0,24.26528599605523,0.0,0.0,0.0,0.0,0.0,0.0,1.0,49.0,0.0,21.9,3.0,6.5,0.461,0.8,2.5,0.33899999999999997,2.1,4.0,0.536,0.525,0.6,1.1,0.545,1.5,3.0,0.9,0.2,0.9,1.7
Shake Milton,25,1846738.0,13.8,3.1,2.3,0.098,2,2.54,24.30679709900489,0.0,0.0,0.0,0.0,0.0,0.0,1.0,55.0,6.0,21.4,3.1,7.3,0.429,0.8,2.4,0.32299999999999995,2.4,4.9,0.48100000000000004,0.483,1.1,1.3,0.836,0.5,2.0,0.5,0.3,0.8,1.8
Tyler Herro,21,4004280.0,15.1,3.4,5.4,0.099,1,1.13,23.12109967954124,0.0,0.0,0.0,0.0,0.0,1.0,0.0,66.0,10.0,32.6,7.6,17.0,0.447,2.7,6.7,0.39899999999999997,4.9,10.3,0.47700000000000004,0.525,2.9,3.3,0.868,0.5,4.5,0.7,0.1,2.6,1.4
Jordan McLaughlin,25,1669178.0,5.4,4.7,2.3,0.099,1,3.0,25.799444554651853,0.0,0.0,0.0,0.0,0.0,1.0,0.0,62.0,3.0,14.5,1.4,3.2,0.44,0.4,1.4,0.318,1.0,1.9,0.53,0.508,0.5,0.6,0.75,0.4,1.2,0.9,0.2,0.6,0.9
Lonzo Ball,24,14359936.0,14.2,5.6,4.2,0.099,3,1.2,21.9543063773833,0.0,0.0,0.0,0.0,0.0,1.0,0.0,35.0,35.0,34.6,4.6,10.9,0.423,3.1,7.4,0.423,1.5,3.5,0.423,0.5670000000000001,0.6,0.8,0.75,1.0,4.4,1.8,0.9,2.3,2.4
Jakob Poeltl,26,8750000.0,7.1,1.8,7.8,0.099,4,1.9,23.838754325259515,1.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,67.0,29.0,6.0,9.8,0.618,0.0,0.0,1.0,6.0,9.7,0.618,0.619,1.4,2.8,0.495,3.9,5.5,0.7,1.7,1.6,3.1
